signevent,q1,q2,unid,id,outcome_class,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Emoji
"Commute to London on Tuesday 24th to meet a friend for lunch, and then have early evening drinks with an ex colleague.","I will take the coach early on Tuesday morning and arrive at Victoria Coach Station for 10:55am. From here I will catch the tube to Oxford Street and meet a friend. We will shop around and then head for lunch. As it is my first time visiting London, my friend agreed to take me sightseeing, so we will climb the Shard, and visit Big Ben, and the Houses of Parliament in the afternoon. We will say our goodbyes, before I meet an ex-colleague for drinks in Soho. We will most likely visit a few bars before returning to his house and spending the night there, before heading home in the morning.","I will be taking the National Express bus to Victoria Coach Station. This arrives at 10:55am.
I will be visiting several of the city's landmarks including the Shard and Big Ben",UM839399,1238,d,1,144,88.46,81.67,87.07,38.09,16,15.97,89.58,50.69,11.11,9.72,5.56,3.47,0,0.69,0,1.39,9.03,15.28,7.64,2.78,6.94,0,17.36,6.94,3.47,0,3.47,2.08,0.69,0.69,0,0,0,0,11.11,0,1.39,0,0.69,1.39,0,0,0,1.39,0,0,1.39,0.69,0.69,0,3.47,0.69,0,0,2.78,15.28,6.25,2.78,5.56,3.47,0,0,6.94,6.94,22.92,6.25,7.64,9.03,0,4.86,2.08,1.39,0,0,0,0,0,0,0,0,12.5,5.56,4.17,1.39,0,0,0,0.69,0,0.69,0,0,0
Im actually visiting a Scuplture Workshop in Edinburgh to have a look at installation taking place,They are unveiling an exciting brick-clad tower which will provide a landmark for this Sculpture Workshop installation for new unique artists to use the low cost studios & exhibition area up and coming new talent in area.,My Girlfriend Anna brother Jeff happens to be a student journalist on Edingburgh campus facility and knew that we are travelling down to weekend. He thought it would be a nice gesture to Anna as she is studying art degree.,bm139834,1239,d,1,76,88.76,82.16,19.27,74.74,25.33,30.26,81.58,44.74,11.84,6.58,1.32,1.32,0,2.63,1.32,5.26,6.58,14.47,9.21,0,3.95,0,15.79,7.89,2.63,1.32,0,0,5.26,3.95,1.32,0,0,1.32,9.21,1.32,1.32,1.32,2.63,5.26,2.63,1.32,1.32,0,0,0,0,0,0,0,0,0,0,0,0,10.53,3.95,0,5.26,1.32,0,1.32,10.53,2.63,15.79,2.63,9.21,3.95,6.58,5.26,1.32,1.32,0,0,0,0,0,0,0,0,6.58,3.95,0,0,0,0,0,1.32,0,0,0,1.32,0
Going to take my children to Alton Towers in Staffordshire for the full day,I have ordered tickets on line and will be setting off around 9am tomorrow. We will be packing drinks and sandwiches tonight to save on the expense of purchasing more items as the payment on line covers everything except food. My children have an itinerary of what order they want to go on the rides,You can check the receipt to my booking on line,on582423,1240,d,1,65,93.26,67.77,63.54,54.74,21.67,23.08,83.08,55.38,12.31,9.23,4.62,1.54,1.54,0,1.54,3.08,7.69,21.54,10.77,1.54,4.62,0,13.85,3.08,3.08,1.54,1.54,1.54,1.54,1.54,0,0,0,0,7.69,0,0,0,0,4.62,0,0,1.54,0,1.54,1.54,0,0,0,0,4.62,0,0,0,4.62,6.15,1.54,0,3.08,0,1.54,0,12.31,6.15,18.46,3.08,10.77,3.08,3.08,4.62,0,4.62,0,0,0,0,0,0,0,0,3.08,3.08,0,0,0,0,0,0,0,0,0,0,0
We are getting together for a BBQ for our granddaughter after she finished primary school this week.,Our family are getting together at my son's house for a BBQ to have a party for my granddaughter because she finished primary school this week.,I was not able to go the the P7 leaving do at the school to see my granddaughter as only parents could go.  So my son decided to hold a BBQ this weekend so the rest of the family could celebrate and see the videos of the leaving do together.,Wc484541,1241,d,1,76,86.88,82.16,33.36,50.32,25.33,18.42,96.05,56.58,11.84,9.21,6.58,1.32,0,1.32,0,2.63,13.16,14.47,9.21,3.95,6.58,1.32,21.05,1.32,1.32,0,1.32,0,1.32,1.32,0,0,0,0,17.11,9.21,0,3.95,2.63,6.58,1.32,1.32,2.63,0,0,1.32,3.95,3.95,0,0,2.63,0,0,0,2.63,13.16,10.53,2.63,0,1.32,0,3.95,10.53,0,13.16,5.26,5.26,2.63,2.63,7.89,3.95,0,0,0,0,0,0,0,0,0,5.26,3.95,0,0,0,0,0,0,0,1.32,0,0,0
I'm going to be meeting up with friends and playing games like munchkins.,I'm going to be meeting up with some really special friends that I haven't seen in ages.  We're going to spend the day playing games like munchkins and I'm so excited about the whole thing.,"I'm meeting with 4 friends who I went to school with.  We speak on the phone and message each other all the time but because we've all moved to different areas of the country, we don't get to see each other all together very often.  We all love to play games and we've put this special day together for our joint birthday get together.  We're having sandwiches and cake and we've got sweets and chocolate for when we're playing games.  We're doing a tournament and there's a special prize for the person who wins the most games.",HL146712,1242,d,1,132,49.25,97.95,66.08,99,18.86,16.67,97.73,53.03,17.42,12.12,3.79,8.33,0,0,0,5.3,6.82,13.64,9.09,5.3,8.33,1.52,22.73,4.55,2.27,2.27,0.76,6.82,8.33,8.33,0,0,0,0,21.97,0,1.52,0,0,10.61,0,0.76,0,2.27,3.03,4.55,3.79,1.52,1.52,0,3.79,0,0,0,3.03,21.97,16.67,1.52,1.52,4.55,0,5.3,12.12,1.52,15.15,3.79,6.06,5.3,2.27,5.3,0,0.76,0,0,0,0,0,0,0,0,15.91,5.3,0.76,0,0,0,0,0,0,9.85,0,0,0
Our first annual scarecrow festival.,"Whilst it may seem early in the year to hold such an event, we have taken months to prepare and organise this. We have liaised with the local Council and the community to hold an event which would create and bring more awareness to the south west and farming communities. We hope to encourage families and children of all ages to attend and learn more about local produce within our community and create a fun atmosphere whilst promoting more awareness and encouragement to purchase local organic produce.","We have taken just over 11 months to approach local businesses and arrange for the event to be held at a local farm. We have invested time and money in promoting the event and have used social media, flyers etc in family friendly venues to encourage attendance. We also approached the Council with our idea and for assistance where possible from the outset. Whilst we have not had as many businesses participating to promote the main cause of the festival, we have approached other businesses/ people to possibly sell arts and crafts or children entertainers to assist and create the atmosphere we hope for.",FR190442,1243,d,1,191,88.43,96.22,39.29,98.65,27.29,21.99,90.05,48.69,7.85,5.76,0,5.76,0,0,0,2.09,7.85,15.18,5.76,2.62,10.47,0.52,12.57,3.14,2.09,1.05,0.52,2.62,6.28,5.76,0,0,0,0,14.14,1.05,0.52,0,0,11.52,2.62,3.66,1.57,3.66,0.52,1.57,0,0,0,0,0,0,0,0,0,18.32,10.99,3.14,1.57,4.19,0,3.66,7.85,2.09,16.75,2.62,7.33,6.81,6.81,3.14,1.05,3.66,0,0,0,0,0,0,0,0,5.76,3.66,1.57,0,0,0,0,0,0,0,0,0.52,0
Going to Paris with my boyfriend for the weekend,"Fly into Charles de Gaulle airport, then hopefully get a taxi to the centre of Paris.  Staying at the radissRahotel for two nights before flying back on Sunday afternoon.  Planning to go to the Louvre and Eiffel tower, but may get to see some other sights depending on time available","I can send you the flight times,  the details of the hotel and the iprnope hours of the places we plan to visit",yS807460,1244,d,1,73,99,65.96,97.57,51.4,24.33,15.07,82.19,47.95,5.48,4.11,1.37,1.37,1.37,0,0,1.37,12.33,19.18,2.74,2.74,5.48,0,12.33,1.37,1.37,0,1.37,1.37,1.37,1.37,0,0,0,0,5.48,0,0,0,0,8.22,0,1.37,1.37,5.48,0,2.74,2.74,2.74,0,0,0,0,0,0,0,6.85,1.37,2.74,0,2.74,0,0,8.22,6.85,30.14,9.59,10.96,12.33,0,1.37,0,0,0,0,0,0,0,0,0,0,6.85,2.74,4.11,0,0,0,0,0,0,0,0,0,0
I will be meeting up with friends for our music evening on Monday,"A group of us get together on Monday evenings (holidays etc. allowing) and take it in turns to recommend new acts and music that we've discovered. We look out for folk, Americana, singer-songwriter musicians that might be available to perform at our local pub, so we're interested in finding up-and-coming artists that we like that are playing live and could visit our area (without being too expensive).  Most of us scour youtube or report back on what we've seen at other venues. By the end of the evening we try to get three artists that we'd like to contact to see if they are interested in a gig.","Difficult to answer, but you're welcome to join us, or come along to one of our pub nights when we get to see live music that we've found! As an example, we've had artists that have gone on to compete in the BBC's ""Young Folk Musician"" competition, so it is usually a good evening out.",fP615029,1245,d,1,163,68.73,98.12,61.16,71.8,23.29,19.63,92.64,55.21,17.79,11.04,0,9.82,0.61,0,0.61,6.75,4.29,19.63,9.2,3.68,6.75,0.61,20.86,3.07,2.45,1.23,1.23,1.23,3.68,3.07,0.61,0,0,0,14.72,0,0.61,0,0,9.82,2.45,0.61,1.23,4.29,0,3.68,4.91,2.45,2.45,0,1.23,0,1.23,0,0,18.4,12.27,1.84,1.84,3.07,0.61,4.91,12.27,1.23,17.79,2.45,9.2,6.75,2.45,7.36,0,0.61,0,0,0,0,0,0,0,0,19.02,3.68,4.29,0,0,0,0.61,1.84,1.23,4.91,2.45,0,0
The most important leisure activity this week is golf. I'm going tomorrow to give it a try and see what's its like.,I'm going to my local golf club tomorrow (Saturday) and I'm having my first session with my partner. We are booked on from 4pm-8pm. I have never golfed before so I'm nervous and excited.,I think I have already given enough information for it to be convincing,UD163763,1246,d,1,47,8.22,6.83,99,25.77,11.75,19.15,97.87,59.57,23.4,21.28,19.15,2.13,0,0,0,2.13,0,14.89,17.02,6.38,6.38,2.13,23.4,6.38,2.13,0,4.26,0,4.26,2.13,2.13,2.13,0,0,4.26,0,2.13,0,0,8.51,6.38,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,10.64,6.38,2.13,0,2.13,0,4.26,17.02,4.26,19.15,2.13,4.26,12.77,4.26,8.51,0,0,0,0,0,0,0,0,0,0,19.15,6.38,0,0,0,0,0,2.13,0,6.38,4.26,0,0
meeting my sister and her family,i don't see my sister very often but as she will be staying near to me in the next few days we have to meet up.,my sister and I have been looking forward to this meeting as can be seen from our many texts about this. These can be seen on my phone.,MW149536,1247,d,1,54,18.82,64.46,87.07,25.77,18,7.41,98.15,70.37,22.22,16.67,11.11,3.7,0,1.85,0,5.56,1.85,20.37,18.52,5.56,7.41,1.85,25.93,7.41,3.7,0,0,3.7,0,0,0,0,0,0,14.81,3.7,0,5.56,0,3.7,0,0,0,1.85,0,1.85,9.26,7.41,1.85,0,0,0,0,0,0,11.11,9.26,0,1.85,0,0,5.56,18.52,1.85,16.67,3.7,11.11,7.41,1.85,0,0,0,0,0,0,0,0,0,0,0,7.41,5.56,0,0,0,0,0,0,0,1.85,0,0,0
I've been invited to my friend's pool party over the weekend and we'll probably have a bbq as well.,"We can arrive any time from 3pm on Saturday afternoon for the pool party, we'll whatsapp in the morning to confirm if it's good enough weather to have a bbq later on as well (if not then probably takeaway). We'll mess around in the pool for a few hours as we've done before - races in the pool, volleyball etc. it's always a great laugh and some of my bestest friends will be there so I can't wait to catch up with them.","The arrival time - 3pm, genuine excitement to see friends and catch-up, memory of doing the activity before and repeating it again.",mB005504,1248,d,1,103,82.68,65.12,91.21,98.77,25.75,17.48,91.26,57.28,9.71,6.8,1.94,3.88,0,0,0.97,2.91,8.74,20.39,10.68,5.83,8.74,1.94,12.62,8.74,4.85,0,1.94,2.91,7.77,6.8,0.97,0,0,0,7.77,0,1.94,0,0,9.71,1.94,0,1.94,4.85,0.97,3.88,1.94,0.97,0.97,0,0.97,0,0,0,0.97,10.68,6.8,0,0.97,2.91,0,1.94,8.74,3.88,23.3,2.91,6.8,13.59,0,4.85,0,0,0,0,0.97,0,0,0,0.97,0,18.45,3.88,3.88,0,0,0,0,2.91,0,5.83,1.94,0,0
Listening to the entire Michael Jackson discography.,"I plan on getting online and streaming every Michael Jackson song he ever made, from the earliest to the most recent.",All of Michael Jackson's songs are available online on free services. He only has 10 albums so it'll be possible to get through all of them within two days.,lA968141,1249,d,1,50,85.72,65.56,6.7,63.69,16.67,22,82,46,10,8,2,0,0,4,2,2,4,18,8,6,4,0,14,8,6,0,4,8,2,2,0,0,0,0,6,0,0,0,4,14,0,2,0,4,8,0,4,0,4,0,0,0,0,0,0,6,0,2,0,4,0,2,8,4,14,0,6,8,2,4,0,2,0,0,0,0,0,0,0,0,12,6,2,0,0,0,0,0,0,4,0,0,0
Meeting up with friends to go to the Yorkshire sculpture park,At the weekend I am meeting up with friends to go to the Yorkshire sculpture park. We haven't been before so it should be fun. We will meet at half 9 and drive down from Leeds which should take about half an hour.,I am currently at my parents house who live in Leeds which is very close to the sculpture park. Only half hour drive from LS26,Bg958241,1250,d,1,68,77.67,72.17,74.76,53.41,13.6,11.76,92.65,58.82,13.24,7.35,4.41,2.94,0,0,0,5.88,5.88,20.59,13.24,5.88,2.94,1.47,19.12,2.94,1.47,4.41,7.35,0,1.47,1.47,0,0,0,0,10.29,1.47,1.47,0,0,4.41,0,0,2.94,0,0,1.47,0,0,0,0,1.47,0,1.47,0,0,11.76,7.35,0,2.94,1.47,0,1.47,14.71,1.47,22.06,4.41,10.29,7.35,1.47,5.88,1.47,0,0,0,0,0,0,0,0,0,7.35,5.88,0,0,0,0,0,0,0,1.47,0,0,0
I'm so looking forward to catching up with friends for a drink and obviously a gossip,On Friday I'm meeting up with friends I haven't seen since I changed jobs. I'm so excited as I haven't been out for a while and obviously need to hear all that I've missed lol,Well it's a chance to dress up obviously and find out if I've missed anything,bZ061908,1251,d,1,50,25.89,3.62,99,63.69,25,14,98,64,20,14,14,0,0,0,0,6,4,22,16,4,12,4,30,4,2,0,0,2,10,6,4,0,0,4,6,0,2,0,0,24,2,4,4,6,6,6,4,2,2,0,0,0,0,0,0,8,2,0,4,2,0,10,20,0,18,2,10,6,4,0,0,0,0,0,4,0,2,0,2,0,16,2,0,0,0,0,0,0,0,14,0,0,0
I will be visiting Beamish Open Air Museum this weekend,"On Sunday I am planning to arrive at the museum at 10am, spend a couple of hours there before lunch, followed by a few more hours at the museum then leaving at 4pm","I found the museum while searching the internet for interesting history attractions, as it is an interest for me and several friends. We’ve had the plans in place for a couple of months now as, living in the south of England, it has taken a lot of planning to figure out the best way to get there and back while still spending significant time at the museum itself.",ON316045,1252,d,1,101,99,50,97.37,79.81,50.5,14.85,96.04,56.44,6.93,3.96,2.97,0.99,0,0,0,2.97,12.87,22.77,4.95,4.95,6.93,0,13.86,5.94,4.95,0,1.98,5.94,2.97,2.97,0,0,0,0,1.98,0,0.99,0,0,2.97,1.98,0,0,0.99,0,0,0.99,0.99,0,0,1.98,0,0.99,0,0.99,7.92,1.98,3.96,0.99,2.97,0,4.95,6.93,3.96,27.72,2.97,12.87,12.87,0,3.96,0,1.98,0,0,0,0,0,0,0,0,7.92,1.98,4.95,0,0,0,0,0,0,0.99,0,0,0
I am going to watch a baseball game with my family on Friday between 7pm and 10pm,"On Friday, me and my family will be watching the baseball game that runs from 7pm to 10pm.",It was my dad that got me into baseball so I'm going to their house so we can watch the game together. We do this often.,qm591483,1253,d,1,44,10.34,87.21,85.21,25.77,14.67,9.09,100,63.64,27.27,18.18,11.36,4.55,0,0,2.27,9.09,4.55,11.36,13.64,6.82,6.82,0,20.45,0,0,0,4.55,0,0,0,0,0,0,0,18.18,4.55,0,0,2.27,2.27,0,0,0,2.27,0,0,4.55,4.55,0,0,0,0,0,0,0,15.91,13.64,0,0,2.27,0,4.55,13.64,4.55,15.91,4.55,6.82,4.55,0,11.36,4.55,0,0,0,0,0,0,0,0,0,11.36,6.82,2.27,0,0,0,0,0,0,2.27,0,0,0
Getting my full (unrestricted) motorcycle licence,Early next week I will be taking my practical test in order to get my unrestricted motorcycle licence.,"I've already completed my CBT and I did the theory test two weeks ago. The last step before I get my full category A licence is to complete the practical test: I'm doing this on Tuesday. I had to take the ""direct access"" route to getting my licence (which meant doing the CBT, theory test and practical test within a fairly short period), as I didn't already have an A2 motorcycle licence.",ch873423,1254,d,1,90,65.01,5.99,99,25.77,22.5,18.89,92.22,48.89,15.56,13.33,13.33,0,0,0,0,2.22,8.89,10,12.22,2.22,3.33,1.11,18.89,10,2.22,1.11,2.22,0,0,0,0,0,0,0,0,0,0,0,0,8.89,2.22,0,0,3.33,2.22,1.11,0,0,0,0,2.22,0,2.22,0,0,7.78,0,0,1.11,6.67,0,8.89,8.89,1.11,22.22,1.11,7.78,12.22,5.56,0,0,0,0,0,0,0,0,0,0,0,15.56,4.44,2.22,1.11,0,0,0,0,2.22,3.33,2.22,0,0
Play a pub quiz with the guys,"Every week we go to the slug and lettuce,Tues is quiz night.
Our team the whovians have won 2 out of 4 times this month.
Gary likes the pop ones 
I do the film and TV.
Rob does spirt.
Terry does general knowledge","The pub is the slug and lettuce in Farnham Surrey.
We are there every Tues.
So you can catch us there.",cb504967,1255,d,1,65,57.07,93.79,33.6,81.28,9.29,9.23,80,47.69,10.77,9.23,1.54,6.15,1.54,0,0,1.54,9.23,6.15,12.31,4.62,6.15,0,15.38,1.54,0,0,3.08,3.08,3.08,3.08,0,0,0,0,9.23,0,0,0,0,4.62,1.54,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,9.23,7.69,3.08,0,1.54,0,1.54,15.38,0,15.38,3.08,3.08,9.23,3.08,6.15,0,0,0,0,0,0,0,0,0,0,12.31,10.77,1.54,0,0,0,0,0,0,0,0,0,0
I'm going to Paris this weekend with my boyfriend. I've never been before so I'm really looking forward to exploring.,I'm going to Paris this weekend I've never been before so I'm really looking forward to exploring the city and the sights. We'll visit a few of the famous sights but I'm mainly looking forward to spending the time randomly exploring. I'm a big Dan Brown fan so hope to follow some of the trail in the Da Vinci code,"We are flying out this evening from Glagow to 
Charles De Gaulle Airport, I'm not sure where we
are staying exactly as my boyfriend has arranged
a ""surprise"". Tomorrow we aim to visit the Louvre in the morning and a trip down the Seine in the afternoon.  I follow David Lebonvitch's blog so hope to visit a foodie market or two as well. Neither of us are big fans of heights so won't be visiting the Eiffle Tower but a visit to the Artist's Quarter and Notre Dame are planned for Sunday. I'm looking forward to lots of coffee breaks in little street cafes along the way",Oe084816,1256,d,1,167,84.76,45.24,97.05,80.14,23.86,17.37,86.23,50.9,9.58,8.38,5.39,2.99,0,0,0,1.2,11.38,15.57,9.58,4.79,7.19,2.4,18.56,4.79,2.4,0.6,1.2,1.8,2.99,2.99,0,0,0,0,7.19,0,0.6,0.6,0.6,10.18,1.2,0,1.2,4.19,1.8,3.59,3.59,3.59,0,0,1.8,0,0,0,1.8,6.59,3.59,0.6,2.4,0,0,0.6,10.18,3.59,23.35,9.58,10.78,7.19,0.6,2.4,0,1.2,0,0,1.2,0,0.6,0,0.6,0,11.98,3.59,0.6,0,0,0,0,0,1.2,6.59,0,0,0
I am meeting my friends from school for lunch next Friday,It has been 5 years since we finished school together.  I am very excited for our annual get together this Friday @ 1pm at Bells Hotel this time.  Afterwards we are going to see Mamma Mia Here We Go Again.  The same 4 friends I saw the first Mamma Mia with 10 years ago!  Beyond excited.,"Time and place has been given, not a regular lunch, what we are doing after the meal and because of the length of our friendship and that we don't get to see each other everyday because most of us have moved and live up to 3 hours away we lunch rather than dinner in case we need to travel back that day.",Fb416295,1257,d,1,117,56.09,90,88.5,58.1,19.5,10.26,94.02,54.7,17.09,10.26,1.71,8.55,0,0,0,6.84,4.27,14.53,8.55,5.13,5.13,1.71,19.66,5.98,3.42,0.85,5.13,1.71,1.71,1.71,0,0,0,0,11.11,0,0.85,0,0,8.55,0,2.56,1.71,0.85,0.85,3.42,2.56,2.56,0,0,4.27,0,0.85,0,3.42,16.24,11.11,0.85,0.85,3.42,0,5.98,12.82,0.85,24.79,3.42,8.55,13.68,0.85,1.71,0,0,0,0,0,0,0,0,0,0,8.55,4.27,1.71,0,0,0,0.85,0,0,0.85,0,0.85,0
